HOGS,-3.319995,55.909723,0.010
GRAZ,15.492777,47.0675,0.483
XINGLONG,117.910792,40.395866,0.890
NANSHAN,87.176686,43.475461,2.028
DELINGHA,97.726948,37.379008,3.153
LIJIANG,100.0293,26.6939,3.233
NGARI,80.026161,32.325019,5.047
SHANGAI,121.5424,31.1263,0.025
BEIJING,116.3514,39.8853,0.120
JINAN,117.1235,36.6768,0.085
WEIHAI,122.0513,37.5340,0.046
MOHE,122.3537,53.4852,0.300
